ID;Fecha inicio;Fecha fin;Transecto/Parcela;Observador/a 1;Observador/a 2;Viento;Temperatura;Nubes;Observaciones;longitud
7647;2020-06-25 16:47:48;2020-06-25 17:47:58;Laguna Seca;Mariano Guerrero Serrano (mguerreros);Miguel Galiana García (mgaliana);Fuerza 1 en la escala Beaufort: 2-5 km/h;21.00;0% de nubosidad;;
7648;2020-06-20 13:00:00;2020-06-20 14:45:00;Dúrcal;Mª Dolores Chaves Fernández (loladurcal);;Fuerza 1 en la escala Beaufort: 2-5 km/h;21.00;0% de nubosidad;;
7649;2020-03-09 17:04:15;2020-03-09 18:04:33;Matas Verdes;Mariano Guerrero Serrano (mguerreros);;Fuerza 0 en la escala Beaufort: < 2 km/h;13.00;0-25% de nubosidad;;
7650;2020-05-19 17:07:10;2020-05-19 18:07:25;Matas Verdes;José Miguel Barea Azcón (jmbarea);;Fuerza 1 en la escala Beaufort: 2-5 km/h;17.00;0% de nubosidad;;
7651;2020-08-03 17:13:47;2020-08-03 17:13:56;Matas Verdes;Francisco Javier Olivares Villegas (javioli);;Fuerza 0 en la escala Beaufort: < 2 km/h;24.00;0% de nubosidad;;
7652;2020-06-11 10:22:28;2020-06-11 11:22:38;Matas Verdes;Francisco Javier Olivares Villegas (javioli);José Miguel Barea Azcón (jmbarea);Fuerza 1 en la escala Beaufort: 2-5 km/h;15.00;0% de nubosidad;;
7653;2020-07-04 13:00:00;2020-07-04 14:00:00;Dúrcal;Mª Dolores Chaves Fernández (loladurcal);;Fuerza 1 en la escala Beaufort: 2-5 km/h;23.00;0-25% de nubosidad;;
7666;2020-05-29 12:14:47;2020-05-29 13:31:16;Matas Verdes;Mariano Guerrero Serrano (mguerreros);;Fuerza 0 en la escala Beaufort: < 2 km/h;21.00;0% de nubosidad;;
7669;2020-07-14 11:00:00;2020-07-14 13:00:00;Dúrcal;Mª Dolores Chaves Fernández (loladurcal);;Fuerza 1 en la escala Beaufort: 2-5 km/h;27.00;25-50% de nubosidad;;
7670;2020-06-26 11:30:20;2020-06-26 12:46:46;Matas Verdes;Mariano Guerrero Serrano (mguerreros);Miguel Galiana García (mgaliana);Fuerza 1 en la escala Beaufort: 2-5 km/h;22.00;0% de nubosidad;;
7679;2020-07-10 11:33:31;2020-07-10 13:11:56;Matas Verdes;José Miguel Barea Azcón (jmbarea);;Fuerza 1 en la escala Beaufort: 2-5 km/h;26.00;0% de nubosidad;;
7682;2020-08-01 12:00:00;2020-08-01 14:00:00;Dúrcal;Mª Dolores Chaves Fernández (loladurcal);;Fuerza 1 en la escala Beaufort: 2-5 km/h;28.00;0-25% de nubosidad;;
7683;2020-07-24 11:30:42;2020-07-24 13:15:09;Matas Verdes;Mariano Guerrero Serrano (mguerreros);;Fuerza 0 en la escala Beaufort: < 2 km/h;22.00;0% de nubosidad;;
7691;2020-08-05 10:40:19;2020-08-05 11:40:29;Matas Verdes;Mariano Guerrero Serrano (mguerreros);;Fuerza 0 en la escala Beaufort: < 2 km/h;21.00;0% de nubosidad;;
7693;2020-08-30 11:00:30;2020-08-30 12:42:13;Matas Verdes;José Miguel Barea Azcón (jmbarea);Francisco Javier Olivares Villegas (javioli);Fuerza 0 en la escala Beaufort: < 2 km/h;24.00;0% de nubosidad;;
7706;2020-08-15 12:00:00;2020-08-15 14:00:00;Dúrcal;Mª Dolores Chaves Fernández (loladurcal);;Fuerza 1 en la escala Beaufort: 2-5 km/h;27.00;0-25% de nubosidad;;
7708;2020-06-30 10:30:53;2020-06-30 12:10:14;Borreguiles San Juan;Francisco Javier Olivares Villegas (javioli);;Fuerza 3 en la escala Beaufort: 12-19 km/h;14.00;0-25% de nubosidad;;
7710;2020-08-29 12:00:00;2020-08-29 14:00:00;Dúrcal;Mª Dolores Chaves Fernández (loladurcal);;Fuerza 1 en la escala Beaufort: 2-5 km/h;28.00;25-50% de nubosidad;;
7713;2020-06-19 11:00:06;2020-06-19 12:40:25;Borreguiles San Juan;José Miguel Barea Azcón (jmbarea);;Fuerza 1 en la escala Beaufort: 2-5 km/h;15.00;0-25% de nubosidad;;
7714;2020-07-14 10:44:44;2020-07-14 11:45:00;Borreguiles San Juan;Francisco Javier Olivares Villegas (javioli);;Fuerza 1 en la escala Beaufort: 2-5 km/h;18.00;0-25% de nubosidad;;
7716;2020-09-12 13:00:00;2020-09-12 14:30:35;Dúrcal;Mª Dolores Chaves Fernández (loladurcal);;Fuerza 1 en la escala Beaufort: 2-5 km/h;18.00;0-25% de nubosidad;;
7717;2020-09-26 13:00:00;2020-09-26 14:30:00;Dúrcal;Mª Dolores Chaves Fernández (loladurcal);;Fuerza 1 en la escala Beaufort: 2-5 km/h;14.00;0% de nubosidad;;
7719;2020-10-04 13:00:00;2020-10-04 14:30:00;Dúrcal;Mª Dolores Chaves Fernández (loladurcal);;Fuerza 1 en la escala Beaufort: 2-5 km/h;15.00;0% de nubosidad;;
7722;2020-08-12 12:30:17;2020-08-12 13:30:51;Borreguiles San Juan;José Miguel Barea Azcón (jmbarea);;Fuerza 2 en la escala Beaufort: 6-11 km/h;17.00;0% de nubosidad;;
7727;2020-06-02 10:40:00;2020-06-02 12:10:00;Turbera;Vicente Augustín Vacas (vaugustin);;Fuerza 1 en la escala Beaufort: 2-5 km/h;24.00;25-50% de nubosidad;;
7729;2020-08-18 11:12:22;2020-08-18 12:12:40;Borreguiles San Juan;José Miguel Barea Azcón (jmbarea);;Fuerza 0 en la escala Beaufort: < 2 km/h;20.00;0% de nubosidad;;
7730;2020-09-07 10:30:32;2020-09-07 12:18:49;Borreguiles San Juan;José Miguel Barea Azcón (jmbarea);;Fuerza 1 en la escala Beaufort: 2-5 km/h;16.00;0% de nubosidad;;
7731;2020-07-14 09:20:00;2020-07-14 10:53:00;Turbera;Vicente Augustín Vacas (vaugustin);;Fuerza 2 en la escala Beaufort: 6-11 km/h;25.00;0% de nubosidad;;
7732;2020-06-30 11:00:00;2020-06-30 12:15:00;Turbera;Mª Dolores Chaves Fernández (loladurcal);;Fuerza 1 en la escala Beaufort: 2-5 km/h;24.00;0-25% de nubosidad;;
7733;2020-08-09 10:00:00;2020-08-09 11:30:00;Turbera;Mª Dolores Chaves Fernández (loladurcal);;Fuerza 1 en la escala Beaufort: 2-5 km/h;32.00;0% de nubosidad;;
7734;2020-06-02 12:27:00;2020-06-02 12:55:00;Laguna;Vicente Augustín Vacas (vaugustin);;Fuerza 0 en la escala Beaufort: < 2 km/h;25.00;50-75% de nubosidad;;
7735;2020-06-30 12:45:00;2020-07-01 16:15:00;Laguna;Mª Dolores Chaves Fernández (loladurcal);;Fuerza 1 en la escala Beaufort: 2-5 km/h;25.00;0-25% de nubosidad;;
7736;2020-07-14 11:23:00;2020-07-14 11:55:00;Laguna;Vicente Augustín Vacas (vaugustin);;Fuerza 0 en la escala Beaufort: < 2 km/h;27.00;0% de nubosidad;;
7737;2020-08-09 12:00:00;2020-08-09 12:30:00;Laguna;Mª Dolores Chaves Fernández (loladurcal);;Fuerza 1 en la escala Beaufort: 2-5 km/h;35.00;0% de nubosidad;;
7738;2020-09-20 12:35:00;2020-09-20 12:55:00;Laguna;Beatriz Quijada Escobar (blquijada);Enriqueta Martos Nieto (emartos);Fuerza 2 en la escala Beaufort: 6-11 km/h;24.00;0-25% de nubosidad;;
7739;2020-09-06 12:00:00;2020-09-09 12:15:00;Laguna;Beatriz Quijada Escobar (blquijada);Enriqueta Martos Nieto (emartos);Fuerza 0 en la escala Beaufort: < 2 km/h;27.00;0% de nubosidad;;
7740;2020-08-23 12:00:00;2020-08-23 12:15:00;Laguna;Enriqueta Martos Nieto (emartos);;Fuerza 2 en la escala Beaufort: 6-11 km/h;32.00;0% de nubosidad;;
7741;2020-07-26 12:38:00;2020-07-26 13:33:30;Laguna;Enriqueta Martos Nieto (emartos);;Fuerza 1 en la escala Beaufort: 2-5 km/h;35.00;0-25% de nubosidad;;
7742;2020-06-13 14:05:00;2020-06-13 14:25:00;Laguna;Enriqueta Martos Nieto (emartos);Beatriz Quijada Escobar (blquijada);Fuerza 1 en la escala Beaufort: 2-5 km/h;23.00;0% de nubosidad;;
7743;2020-09-20 11:15:00;2020-09-20 12:10:00;Turbera;Beatriz Quijada Escobar (blquijada);Enriqueta Martos Nieto (emartos);Fuerza 3 en la escala Beaufort: 12-19 km/h;23.00;0-25% de nubosidad;;
7744;2020-09-06 10:30:00;2020-09-06 11:45:00;Turbera;Beatriz Quijada Escobar (blquijada);Enriqueta Martos Nieto (emartos);Fuerza 1 en la escala Beaufort: 2-5 km/h;24.00;0% de nubosidad;;
7745;2020-08-23 10:36:00;2020-08-23 11:43:00;Turbera;Enriqueta Martos Nieto (emartos);;Fuerza 1 en la escala Beaufort: 2-5 km/h;31.00;0% de nubosidad;;
7747;2020-07-26 11:06:00;2020-07-26 12:25:00;Turbera;Enriqueta Martos Nieto (emartos);;Fuerza 1 en la escala Beaufort: 2-5 km/h;34.00;0-25% de nubosidad;;
7750;2020-06-13 12:05:00;2020-06-13 13:49:00;Turbera;Beatriz Quijada Escobar (blquijada);Enriqueta Martos Nieto (emartos);Fuerza 3 en la escala Beaufort: 12-19 km/h;21.00;0% de nubosidad;;
7751;2020-03-05 14:15:00;2020-03-05 14:25:00;Fabriquilla;Mariano Guerrero Serrano (mguerreros);;Fuerza 1 en la escala Beaufort: 2-5 km/h;14.00;0-25% de nubosidad;;
7752;2020-03-05 13:51:00;2020-03-05 14:03:00;Barranco de San Juan;Mariano Guerrero Serrano (mguerreros);;Fuerza 1 en la escala Beaufort: 2-5 km/h;10.00;0-25% de nubosidad;;
7753;2020-03-05 13:13:00;2020-03-05 13:25:00;Catifas;Mariano Guerrero Serrano (mguerreros);;Fuerza 1 en la escala Beaufort: 2-5 km/h;9.00;0-25% de nubosidad;;
7754;2020-03-05 12:55:00;2020-03-05 13:05:00;Praillos;Mariano Guerrero Serrano (mguerreros);;Fuerza 1 en la escala Beaufort: 2-5 km/h;9.00;0-25% de nubosidad;;
7755;2020-03-05 12:25:00;2020-03-05 12:35:00;Sabinas;Mariano Guerrero Serrano (mguerreros);;Fuerza 1 en la escala Beaufort: 2-5 km/h;8.00;0-25% de nubosidad;;
7756;2020-05-18 14:12:00;2020-05-18 14:25:00;Fabriquilla;Mariano Guerrero Serrano (mguerreros);;Fuerza 2 en la escala Beaufort: 6-11 km/h;20.00;0-25% de nubosidad;;
7757;2020-05-18 13:28:00;2020-05-18 13:38:00;Barranco de San Juan;Mariano Guerrero Serrano (mguerreros);;Fuerza 0 en la escala Beaufort: < 2 km/h;16.00;0-25% de nubosidad;;
7758;2020-05-18 13:00:00;2020-05-18 13:09:00;Catifas;Mariano Guerrero Serrano (mguerreros);;Fuerza 0 en la escala Beaufort: < 2 km/h;14.00;0-25% de nubosidad;;
7759;2020-05-18 10:10:00;2020-05-18 10:19:00;Praillos;Mariano Guerrero Serrano (mguerreros);;Fuerza 0 en la escala Beaufort: < 2 km/h;11.00;0-25% de nubosidad;;
7760;2020-05-18 10:48:00;2020-05-18 11:11:00;Sabinas;Mariano Guerrero Serrano (mguerreros);;Fuerza 0 en la escala Beaufort: < 2 km/h;10.00;0-25% de nubosidad;;
7761;2020-05-28 14:30:00;2020-05-28 14:45:00;Fabriquilla;José Miguel Barea Azcón (jmbarea);;Fuerza 1 en la escala Beaufort: 2-5 km/h;24.00;0% de nubosidad;;
7762;2020-05-28 13:30:00;2020-05-28 13:45:00;Barranco de San Juan;José Miguel Barea Azcón (jmbarea);;Fuerza 0 en la escala Beaufort: < 2 km/h;22.00;0-25% de nubosidad;;
7763;2020-05-28 12:35:00;2020-05-28 12:50:00;Catifas;José Miguel Barea Azcón (jmbarea);;Fuerza 0 en la escala Beaufort: < 2 km/h;18.00;0-25% de nubosidad;;
7764;2020-05-28 10:00:00;2020-05-28 10:15:00;Praillos;José Miguel Barea Azcón (jmbarea);;Fuerza 1 en la escala Beaufort: 2-5 km/h;15.00;0% de nubosidad;;
7765;2020-05-28 12:00:00;2020-05-28 12:15:00;Sabinas;José Miguel Barea Azcón (jmbarea);;Fuerza 2 en la escala Beaufort: 6-11 km/h;15.00;25-50% de nubosidad;;
7766;2020-08-18 12:00:00;2020-08-18 13:00:00;Altas cumbres;Miguel Galiana García (mgaliana);;Fuerza 1 en la escala Beaufort: 2-5 km/h;15.00;0-25% de nubosidad;;
7767;2020-08-18 13:15:00;2020-08-18 13:30:00;Carihuela;Miguel Galiana García (mgaliana);;Fuerza 1 en la escala Beaufort: 2-5 km/h;16.00;0-25% de nubosidad;;
7768;2020-08-18 13:45:00;2020-08-18 14:00:00;Cauchiles;Miguel Galiana García (mgaliana);;Fuerza 2 en la escala Beaufort: 6-11 km/h;17.00;0% de nubosidad;;
7769;2020-09-02 11:00:00;2020-09-02 12:00:00;Altas cumbres;Miguel Galiana García (mgaliana);;Fuerza 1 en la escala Beaufort: 2-5 km/h;9.00;0-25% de nubosidad;;
7770;2020-09-02 12:45:00;2020-09-02 13:00:00;Cauchiles;Miguel Galiana García (mgaliana);;Fuerza 2 en la escala Beaufort: 6-11 km/h;10.00;0-25% de nubosidad;;
7771;2020-09-02 12:10:00;2020-09-02 12:25:00;Carihuela;Miguel Galiana García (mgaliana);;Fuerza 1 en la escala Beaufort: 2-5 km/h;9.00;0-25% de nubosidad;;
7772;2020-09-11 10:50:00;2020-09-11 11:19:00;Loma de Papeles Alto;Miguel Galiana García (mgaliana);;Fuerza 0 en la escala Beaufort: < 2 km/h;19.00;0-25% de nubosidad;;
7773;2020-09-07 10:20:00;2020-09-07 11:30:00;Laguna Seca;Miguel Galiana García (mgaliana);;Fuerza 1 en la escala Beaufort: 2-5 km/h;14.00;0-25% de nubosidad;;
7774;2020-06-21 10:37:00;2020-06-21 11:30:00;Altas cumbres;Miguel Galiana García (mgaliana);;Fuerza 1 en la escala Beaufort: 2-5 km/h;12.00;0% de nubosidad;;
7775;2020-07-10 10:35:00;2020-07-10 11:40:00;Altas cumbres;Miguel Galiana García (mgaliana);;Fuerza 1 en la escala Beaufort: 2-5 km/h;14.00;0-25% de nubosidad;;
7776;2020-07-03 12:00:00;2020-07-03 13:00:00;Altas cumbres;Miguel Galiana García (mgaliana);;Fuerza 2 en la escala Beaufort: 6-11 km/h;13.00;0% de nubosidad;;
7777;2020-07-28 09:47:00;2020-07-28 11:07:00;Altas cumbres;Mariano Guerrero Serrano (mguerreros);;Fuerza 3 en la escala Beaufort: 12-19 km/h;20.00;0% de nubosidad;;
7785;2020-06-10 09:34:31;2020-06-10 11:34:42;Purche;Vicente Augustín Vacas (vaugustin);;Fuerza 0 en la escala Beaufort: < 2 km/h;16.00;25-50% de nubosidad;;
7786;2020-07-15 09:49:27;2020-07-15 10:49:40;Purche;Vicente Augustín Vacas (vaugustin);;Fuerza 0 en la escala Beaufort: < 2 km/h;23.00;0% de nubosidad;;
7787;2020-08-13 10:00:45;2020-08-13 11:00:55;Purche;Vicente Augustín Vacas (vaugustin);;Fuerza 0 en la escala Beaufort: < 2 km/h;21.00;0% de nubosidad;;
7800;2020-06-24 10:39:01;2020-06-24 11:39:14;Purche;Vicente Augustín Vacas (vaugustin);;Fuerza 0 en la escala Beaufort: < 2 km/h;37.00;0% de nubosidad;;
7801;2020-09-24 13:30:00;2020-09-24 13:45:00;Fabriquilla;José Miguel Barea Azcón (jmbarea);;Fuerza 0 en la escala Beaufort: < 2 km/h;25.00;0% de nubosidad;;
7802;2020-09-24 12:40:00;2020-09-24 13:00:00;Barranco de San Juan;José Miguel Barea Azcón (jmbarea);;Fuerza 2 en la escala Beaufort: 6-11 km/h;24.00;0-25% de nubosidad;;
7803;2020-09-24 11:40:00;2020-09-24 12:00:00;Catifas;José Miguel Barea Azcón (jmbarea);;Fuerza 1 en la escala Beaufort: 2-5 km/h;23.00;25-50% de nubosidad;;
7804;2020-09-24 10:47:49;2020-09-24 10:47:55;Praillos;José Miguel Barea Azcón (jmbarea);;Fuerza 2 en la escala Beaufort: 6-11 km/h;23.00;0% de nubosidad;;
7805;2020-09-24 13:30:00;2020-09-24 13:40:00;Sabinas;José Miguel Barea Azcón (jmbarea);;Fuerza 2 en la escala Beaufort: 6-11 km/h;17.00;0% de nubosidad;;
7806;2020-06-09 11:00:00;2020-06-10 11:15:00;Fabriquilla;Mariano Guerrero Serrano (mguerreros);;Fuerza 0 en la escala Beaufort: < 2 km/h;18.00;0-25% de nubosidad;;
7807;2020-06-09 11:30:00;2020-06-09 11:45:00;Barranco de San Juan;Mariano Guerrero Serrano (mguerreros);;Fuerza 2 en la escala Beaufort: 6-11 km/h;15.00;0-25% de nubosidad;;
7810;2020-06-09 12:00:00;2020-06-09 12:15:00;Catifas;Mariano Guerrero Serrano (mguerreros);;Fuerza 2 en la escala Beaufort: 6-11 km/h;12.00;0-25% de nubosidad;;
7813;2020-09-25 10:58:25;2020-09-25 12:01:56;Purche;Vicente Augustín Vacas (vaugustin);;Fuerza 0 en la escala Beaufort: < 2 km/h;18.00;0-25% de nubosidad;;
7814;2020-06-09 12:30:00;2020-06-09 12:45:00;Praillos;Mariano Guerrero Serrano (mguerreros);;Fuerza 1 en la escala Beaufort: 2-5 km/h;9.00;0-25% de nubosidad;;
7816;2020-06-09 14:00:00;2020-06-09 14:15:00;Sabinas;Mariano Guerrero Serrano (mguerreros);;Fuerza 1 en la escala Beaufort: 2-5 km/h;9.00;0% de nubosidad;;
7818;2020-08-28 10:09:40;2020-08-28 11:09:57;Purche;Vicente Augustín Vacas (vaugustin);;Fuerza 0 en la escala Beaufort: < 2 km/h;26.00;0% de nubosidad;;
7820;2020-06-23 11:00:00;2020-06-23 11:15:00;Fabriquilla;Mariano Guerrero Serrano (mguerreros);;Fuerza 0 en la escala Beaufort: < 2 km/h;33.00;0% de nubosidad;;
7823;2020-06-23 12:00:00;2020-06-23 12:00:00;Barranco de San Juan;Mariano Guerrero Serrano (mguerreros);;Fuerza 0 en la escala Beaufort: < 2 km/h;26.00;0% de nubosidad;;
7827;2020-06-23 12:00:00;2021-02-10 12:15:00;Catifas;Mariano Guerrero Serrano (mguerreros);;Fuerza 0 en la escala Beaufort: < 2 km/h;24.00;0% de nubosidad;;
7829;2020-06-23 13:00:00;2020-06-23 13:15:00;Praillos;Mariano Guerrero Serrano (mguerreros);;Fuerza 0 en la escala Beaufort: < 2 km/h;21.00;0% de nubosidad;;
7830;2020-06-23 10:00:00;2020-06-23 10:15:00;Sabinas;Mariano Guerrero Serrano (mguerreros);;Fuerza 0 en la escala Beaufort: < 2 km/h;20.00;0% de nubosidad;;
7832;2020-06-23 15:30:00;2020-06-23 15:40:00;Cauchiles;Mariano Guerrero Serrano (mguerreros);;Fuerza 2 en la escala Beaufort: 6-11 km/h;18.00;0% de nubosidad;;
7833;2020-06-23 14:30:00;2020-06-23 14:45:00;Carihuela;Mariano Guerrero Serrano (mguerreros);;Fuerza 2 en la escala Beaufort: 6-11 km/h;18.00;0% de nubosidad;;
7835;2020-07-13 14:44:00;2020-07-13 15:00:00;Fabriquilla;José Miguel Barea Azcón (jmbarea);Miguel Galiana García (mgaliana);Fuerza 1 en la escala Beaufort: 2-5 km/h;25.00;0-25% de nubosidad;;
7837;2020-07-13 14:00:00;2020-07-13 14:20:00;Barranco de San Juan;José Miguel Barea Azcón (jmbarea);Miguel Galiana García (mgaliana);Fuerza 0 en la escala Beaufort: < 2 km/h;26.00;0-25% de nubosidad;;
7839;2020-07-13 13:09:00;2020-07-13 13:09:00;Catifas;José Miguel Barea Azcón (jmbarea);Miguel Galiana García (mgaliana);Fuerza 0 en la escala Beaufort: < 2 km/h;25.00;0% de nubosidad;;
7840;2020-07-13 09:30:00;2020-07-13 09:45:00;Praillos;José Miguel Barea Azcón (jmbarea);Miguel Galiana García (mgaliana);Fuerza 2 en la escala Beaufort: 6-11 km/h;22.00;0% de nubosidad;;
7841;2020-07-13 10:50:00;2020-07-13 11:05:00;Cauchiles;José Miguel Barea Azcón (jmbarea);Miguel Galiana García (mgaliana);Fuerza 2 en la escala Beaufort: 6-11 km/h;22.00;0% de nubosidad;;
7842;2020-07-13 09:34:00;2020-07-13 09:49:00;Carihuela;José Miguel Barea Azcón (jmbarea);Miguel Galiana García (mgaliana);Fuerza 0 en la escala Beaufort: < 2 km/h;13.00;0% de nubosidad;;
7843;2020-07-21 14:00:00;2020-07-21 14:15:00;Fabriquilla;Mariano Guerrero Serrano (mguerreros);;Fuerza 0 en la escala Beaufort: < 2 km/h;23.00;25-50% de nubosidad;;
7844;2020-07-21 12:15:00;2020-07-21 12:30:00;Barranco de San Juan;Mariano Guerrero Serrano (mguerreros);;Fuerza 2 en la escala Beaufort: 6-11 km/h;26.00;25-50% de nubosidad;;
7845;2020-07-21 11:40:00;2020-07-21 11:40:00;Catifas;Mariano Guerrero Serrano (mguerreros);;Fuerza 2 en la escala Beaufort: 6-11 km/h;28.00;25-50% de nubosidad;;
7846;2020-07-21 11:00:00;2020-07-21 11:15:00;Praillos;Mariano Guerrero Serrano (mguerreros);;Fuerza 2 en la escala Beaufort: 6-11 km/h;28.00;0-25% de nubosidad;;
7847;2020-07-21 10:00:00;2020-07-21 10:15:00;Sabinas;Mariano Guerrero Serrano (mguerreros);;Fuerza 2 en la escala Beaufort: 6-11 km/h;28.00;0-25% de nubosidad;;
7848;2020-07-28 12:00:00;2020-07-28 12:15:00;Cauchiles;Mariano Guerrero Serrano (mguerreros);;Fuerza 0 en la escala Beaufort: < 2 km/h;20.00;0% de nubosidad;;
7849;2020-07-28 12:20:00;2020-07-28 12:50:00;Carihuela;Mariano Guerrero Serrano (mguerreros);;Fuerza 0 en la escala Beaufort: < 2 km/h;20.00;0% de nubosidad;;
7850;2020-08-04 14:30:00;2020-08-04 14:45:00;Fabriquilla;Mariano Guerrero Serrano (mguerreros);;Fuerza 0 en la escala Beaufort: < 2 km/h;22.00;0% de nubosidad;;
7851;2020-08-04 13:40:00;2020-08-04 13:55:00;Barranco de San Juan;Mariano Guerrero Serrano (mguerreros);;Fuerza 0 en la escala Beaufort: < 2 km/h;23.00;0% de nubosidad;;
7852;2020-08-04 13:00:00;2020-08-04 13:20:00;Catifas;Mariano Guerrero Serrano (mguerreros);;Fuerza 0 en la escala Beaufort: < 2 km/h;23.00;0% de nubosidad;;
7853;2020-08-04 11:00:00;2020-08-04 11:15:00;Praillos;Mariano Guerrero Serrano (mguerreros);;Fuerza 0 en la escala Beaufort: < 2 km/h;22.00;0% de nubosidad;;
7854;2020-08-04 10:00:00;2020-08-04 10:10:00;Sabinas;Mariano Guerrero Serrano (mguerreros);;Fuerza 0 en la escala Beaufort: < 2 km/h;22.00;0% de nubosidad;;
7855;2020-08-21 14:00:00;2020-08-21 14:20:00;Fabriquilla;José Miguel Barea Azcón (jmbarea);;Fuerza 1 en la escala Beaufort: 2-5 km/h;31.00;0% de nubosidad;;
7856;2020-08-21 14:40:13;2020-08-21 14:55:00;Barranco de San Juan;José Miguel Barea Azcón (jmbarea);;Fuerza 1 en la escala Beaufort: 2-5 km/h;30.00;0% de nubosidad;;
7857;2020-08-18 14:36:00;2020-08-18 14:50:00;Catifas;José Miguel Barea Azcón (jmbarea);;Fuerza 1 en la escala Beaufort: 2-5 km/h;25.00;0% de nubosidad;;
7858;2020-08-18 10:00:00;2020-08-18 10:15:00;Praillos;José Miguel Barea Azcón (jmbarea);;Fuerza 1 en la escala Beaufort: 2-5 km/h;20.00;0% de nubosidad;;
7859;2020-08-18 14:00:00;2020-08-18 14:15:00;Sabinas;José Miguel Barea Azcón (jmbarea);;Fuerza 0 en la escala Beaufort: < 2 km/h;21.00;0% de nubosidad;;
7860;2020-08-11 10:00:00;2020-08-11 11:00:00;Altas cumbres;José Miguel Barea Azcón (jmbarea);;Fuerza 2 en la escala Beaufort: 6-11 km/h;13.00;25-50% de nubosidad;;
7861;2020-08-11 11:30:00;2020-08-11 11:45:00;Cauchiles;José Miguel Barea Azcón (jmbarea);;Fuerza 3 en la escala Beaufort: 12-19 km/h;15.00;25-50% de nubosidad;;
7862;2020-08-11 12:40:00;2020-08-11 12:55:00;Carihuela;José Miguel Barea Azcón (jmbarea);;Fuerza 3 en la escala Beaufort: 12-19 km/h;15.00;25-50% de nubosidad;;
7863;2020-09-11 13:00:00;2020-09-11 13:20:00;Fabriquilla;José Miguel Barea Azcón (jmbarea);;Fuerza 1 en la escala Beaufort: 2-5 km/h;27.00;0% de nubosidad;;
7864;2020-09-11 12:30:00;2020-09-11 12:40:00;Barranco de San Juan;José Miguel Barea Azcón (jmbarea);;Fuerza 1 en la escala Beaufort: 2-5 km/h;25.00;25-50% de nubosidad;;
7865;2020-09-09 14:40:00;2020-09-09 14:55:00;Catifas;José Miguel Barea Azcón (jmbarea);;Fuerza 0 en la escala Beaufort: < 2 km/h;23.00;0% de nubosidad;;
7866;2020-09-09 14:00:00;2020-09-09 14:20:00;Praillos;José Miguel Barea Azcón (jmbarea);;Fuerza 0 en la escala Beaufort: < 2 km/h;23.00;0% de nubosidad;;
7867;2020-09-09 13:00:00;2020-09-09 13:15:00;Sabinas;José Miguel Barea Azcón (jmbarea);;Fuerza 0 en la escala Beaufort: < 2 km/h;21.00;0% de nubosidad;;
7868;2020-07-05 11:00:00;2020-07-05 13:26:00;Pitres;Miguel Olvera Rodríguez (migolvera);;Fuerza 1 en la escala Beaufort: 2-5 km/h;27.00;0% de nubosidad;;
7870;2020-06-03 10:47:00;2020-06-03 12:15:00;Pitres;Mariano Guerrero Serrano (mguerreros);;Fuerza 1 en la escala Beaufort: 2-5 km/h;25.00;0% de nubosidad;;
7871;2020-09-26 12:15:00;2020-09-26 14:17:00;Pitres;Miguel Olvera Rodríguez (migolvera);;Fuerza 2 en la escala Beaufort: 6-11 km/h;21.00;0-25% de nubosidad;;
7872;2020-10-11 12:05:00;2020-10-11 13:54:00;Pitres;Miguel Olvera Rodríguez (migolvera);;Fuerza 2 en la escala Beaufort: 6-11 km/h;20.00;25-50% de nubosidad;;
7873;2020-07-18 13:11:40;2020-07-18 15:12:00;Pitres;Miguel Olvera Rodríguez (migolvera);;Fuerza 1 en la escala Beaufort: 2-5 km/h;30.00;0% de nubosidad;;
7874;2020-08-02 10:29:39;2020-08-02 12:29:51;Pitres;Miguel Olvera Rodríguez (migolvera);;Fuerza 2 en la escala Beaufort: 6-11 km/h;34.00;0% de nubosidad;;
7875;2020-08-15 12:38:23;2020-08-15 14:38:37;Pitres;Miguel Olvera Rodríguez (migolvera);;Fuerza 1 en la escala Beaufort: 2-5 km/h;27.00;0% de nubosidad;;
7876;2020-08-30 12:48:10;2020-08-30 14:48:25;Pitres;Miguel Olvera Rodríguez (migolvera);;Fuerza 2 en la escala Beaufort: 6-11 km/h;24.00;0% de nubosidad;;
7877;2020-07-28 09:15:00;2020-07-28 11:35:00;Purche;Vicente Augustín Vacas (vaugustin);;Fuerza 0 en la escala Beaufort: < 2 km/h;25.00;0% de nubosidad;;
7878;2020-09-10 10:00:00;2020-09-10 12:15:00;Purche;Vicente Augustín Vacas (vaugustin);;Fuerza 0 en la escala Beaufort: < 2 km/h;23.00;0% de nubosidad;;
8665;2021-03-27 11:30:00;2021-03-27 13:00:00;Dúrcal;Mª Dolores Chaves Fernández (loladurcal);;Fuerza 2 en la escala Beaufort: 6-11 km/h;15.00;25-50% de nubosidad;;
8666;2021-03-14 11:30:00;2021-03-14 12:45:00;Dúrcal;Mª Dolores Chaves Fernández (loladurcal);;Fuerza 1 en la escala Beaufort: 2-5 km/h;12.00;0-25% de nubosidad;;
8667;2021-04-04 12:00:00;2021-04-04 13:30:00;Dúrcal;Mª Dolores Chaves Fernández (loladurcal);;Fuerza 2 en la escala Beaufort: 6-11 km/h;10.00;25-50% de nubosidad;;
